,Name,RA,DEC,SpT,Teff,logg,Fe_H,ref_name,Teff_err,logg_err,Fe_H_err
203,GJ179,73.02388463,6.47655264,M3.5,3381.0,4.91,0.05,Mald2020,68.0,0.09,0.09
204,StKM 2-809,183.91403,52.65242,dM4.0,3339,5.059999942779541,-0.11999999731779099,Schw2019,51.0,0.07,0.16
205,GJ570B,224.3605554,-21.4115494,M1.0,3754.0,4.67,0.08,Mald2020,69.0,0.05,0.1
206,GL 896A,352.96738,19.93729,M3.5Ve,3353,4.789999961853027,0.029999999329447746,Yee2017,60.0,0.05,0.05
207,LHS1481,44.54261892,-12.88500004,M2.5,3393.0,5.03,-0.37,Mald2020,68.0,0.09,0.09
208,LTT9759,358.45880433,-75.63253308,M2.5,3578.0,4.73,0.11,Mald2020,68.0,0.05,0.09
209,Gl 513,202.3388,11.44074,dM3.5,3449,4.929999828338623,0.09000000357627869,Schw2019,51.0,0.07,0.16
210,Gl 493.1,195.13967,5.68556,dM4.5,3192,5.130000114440918,-0.03999999910593033,Schw2019,51.0,0.07,0.16
211,LP 672-042,172.67427,-8.09527,dM3.5,3422,4.980000019073486,-0.009999999776482582,Schw2019,51.0,0.07,0.16
212,Gl643,253.85508989,-8.32258365,M3.5,3306.0,5.11,-0.23,Mald2020,68.0,0.13,0.09
213,Gl536,210.26328412,-2.65486526,M1.5,3679.0,4.75,-0.08,Mald2020,68.0,0.04,0.09
214,Gl 525,206.27117,17.78544,dM1.0,3806,4.849999904632568,-0.4300000071525574,Schw2019,51.0,0.07,0.16
