,Name,RA,DEC,SpT,Teff,logg,Fe_H,ref_name
228,HD038751,87.25403,24.56753,S,4751,2.27,0.04,MILES2_field
229,HD039364,87.8304,-20.87909,S,4569,2.46,-0.9,MILES2_field
230,HD039801,88.79294,7.40706,S,3550,,0.03,MILES2_field
231,HD039833,88.75816,-0.50797,S,5761,3.85,0.29,MILES2_field
232,HD039853,88.68179,-11.77419,S,3994,1.0,-0.4,MILES2_field
233,HD039970,89.23383,24.24969,S,9400,1.43,,MILES2_field*
234,HD040657,90.01396,-3.07425,S,4370,2.19,-0.52,MILES2_field
235,HD041117,90.97994,20.13845,S,17463,2.7,,MILES2_field*
236,HD041312,90.81502,-26.28454,S,4000,0.93,-0.55,MILES2_field
237,HD041597,92.49589,58.93569,S,4700,2.38,-0.54,MILES2_field
238,HD041636,92.0964,41.05573,S,4709,2.5,-0.2,MILES2_field
239,HD041692,91.6614,-4.19384,S,14400,3.12,-0.4,MILES2_field
240,HD042182,92.39964,5.6689,S,5117,4.54,0.11,MILES2_field
241,HD042474,92.98437,23.20706,S,3789,0.7,-0.36,MILES2_field
242,HD042543,93.07958,22.90851,S,3614,,-0.42,MILES2_field
243,HD043042,93.71199,19.15645,S,6569,4.22,0.08,MILES2_field
244,HD043318,93.89277,-0.51219,S,6224,3.93,-0.15,MILES2_field
245,HD043378,94.90578,59.01096,S,9120,4.17,-0.32,MILES2_field
246,HD043380,94.57027,46.36044,S,4577,2.34,0.08,MILES2_field
247,HD043947,94.91739,16.01325,S,5912,4.23,-0.31,MILES2_field
248,HD044007,94.7022,-14.8454,S,4969,2.26,-1.47,MILES2_field
249,HD044030,95.14722,25.60814,S,4198,1.0,-0.5,MILES2_field
250,HD044691A,96.60765,56.2851,S,7950,3.95,0.35,MILES2_field
251,HD044889,95.99503,-9.06879,S,3775,0.4,-0.2,MILES2_field
252,HD045282,96.66989,3.42494,S,5348,3.24,-1.44,MILES2_field
253,HD045829,97.50956,7.92111,S,4500,0.2,,MILES2_field*
254,HD046341,98.1583,-6.48847,S,5750,4.1,-0.8,MILES2_field
255,HD046703,99.46844,53.51721,S,6000,0.4,-1.62,MILES2_field
256,HD047205,99.17099,-19.25588,S,4751,2.93,0.05,MILES2_field
257,HD047914,100.77071,44.52445,S,3975,1.5,0.05,MILES2_field
258,HD048329,100.98302,25.13112,S,4302,0.87,-0.02,MILES2_field
259,HD048433,100.99705,13.22802,S,4460,1.88,-0.25,MILES2_field
260,HD048565,101.22884,20.86065,S,5929,3.59,-0.7,MILES2_field
261,HD048682,101.68474,43.57743,S,5989,4.06,0.05,MILES2_field
262,HD049161,101.83263,8.03725,S,4176,1.69,0.08,MILES2_field
263,HD049331,101.90509,-8.9985,S,3600,0.7,-0.03,MILES2_field
